2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
5123,Central II,31.81136,70.90161,Non DG,Un Guarded
6937,Central III,31.22214,70.94687,Non DG,Un Guarded
4905,Central III,31.08329,71.20829,DG,Un Guarded
S-3433,South I,24.87311,67.12855,Non DG,Un Guarded
5513,Central II,30.6552,72.95431,Non DG,Un Guarded
N-4788,North I,32.70934,72.66327,DG,Guarded
6977,South II,25.52033,69.02061,Non DG,Un Guarded
2080,North I,33.64338,73.08435,DG,Guarded
2982,North II,34.50195,72.52207,DG,Un Guarded
UAZR02,South III,31.21952,68.05937,DG,Guarded
N-4770,North II,32.9541,70.68249,DG,Guarded
8573,North II,32.92567,70.64933,DG,Guarded
3532,Central I,32.19111,74.40491,DG,Guarded
7482,Central I,32.49627,74.53761,Non DG,Un Guarded
5618,Central II,32.06667,72.63966,Non DG,Un Guarded
4410,Central III,30.3263,72.94361,DG,Un Guarded
2656,North I,32.84281,72.87752,DG,Guarded
3008,Central I,31.59624,74.30723,DG,Un Guarded
4251,Central II,31.0038,71.9697,Non DG,Un Guarded
9897,South II,25.60107,69.99682,DG,Guarded
3592,Central I,31.64215,74.18841,DG,Un Guarded
8333,North I,33.67247,73.0525,Non DG,Un Guarded
9739,South II,27.84546,69.4148,Non DG,Un Guarded
S-3294,South I,24.848602,67.338994,Non DG,Un Guarded
6685,North II,34.00478,71.9279,DG,Guarded
6458,South I,24.87643,66.99355,Non DG,Un Guarded
4045,Central II,31.38922,73.07515,DG,Un Guarded
CII-2309,Central III,29.88467,71.29471,Non DG,Un Guarded
N-4373,North I,33.14859,73.76438,Non DG,Un Guarded
S-3122,South I,24.98233,66.99061,Non DG,Guarded
3628,Central I,32.70248,73.96358,Non DG,Un Guarded
2325,North II,32.9896,70.59885,DG,Guarded
1575,South II,27.71775,67.96533,DG,Guarded
5246,Central III,30.26343,71.77046,DG,Guarded
8507,North II,34.02384,71.48371,Non DG,Un Guarded
5233,Central III,29.71175,73.001278,Non DG,Un Guarded
3585,Central I,30.96803,73.97772,DG,Un Guarded
5923,Central III,30.17207,71.45869,Non DG,Un Guarded
4401,Central II,30.52941,72.68314,DG,Un Guarded
3069,Central I,31.51503,74.34409,DG,Un Guarded
6406,South I,24.90719,67.00797,Non DG,Un Guarded
2083,North I,33.72269,73.05914,Non DG,Un Guarded
2765,North I,33.15333,73.7591,DG,Guarded
2678,North II,34.84067,71.82871,Non DG,Un Guarded
CI-1515,Central I,32.43928,74.14929,DG,Guarded
UBKR34,South III,30.21574,69.89002,DG,Guarded
4277,Central III,30.71043,70.6521,DG,Un Guarded
3G-CI-1004,Central I,32.59555,74.04234,Non DG,Un Guarded
9003,South I,24.79871,67.05608,Non DG,Guarded
4656,Central III,29.2757,70.51645,DG,Guarded
6940,Central III,29.71375,71.48515,DG,Guarded
4243,Central II,30.82489,72.07251,DG,Guarded
9228,South I,24.96977,67.08414,DG,Guarded
1234,South II,28.29933,68.89533,DG,Guarded
S-3646,South III,28.77779,66.61777,DG,Guarded
1684,South II,27.56441,68.21447,Non DG,Un Guarded
1467,South III,29.55383,67.87781,DG,Guarded
9983,South II,27.01501,68.12681,Non DG,Un Guarded
S-3908,South III,26.4432,66.3017,DG,Guarded
1373,South II,27.1748,67.94875,Non DG,Un Guarded
1349,South II,24.7414,69.7988,Non DG,Un Guarded
S-3660,South III,28.09171,66.27437,DG,Guarded
CII-2591,Central II,30.44116,73.69733,DG,Un Guarded
9449,South I,24.90208,67.08428,Non DG,Un Guarded
1365,South III,30.09912,66.96156,DG,Guarded
5159,Central III,30.03441,70.64558,DG,Guarded
7108,Central I,31.48173,74.31122,DG,Un Guarded
7055,Central I,31.62013,74.29774,DG,Un Guarded
1501,Central III,28.41618,70.31896,DG,Guarded
3408,Central I,32.48496,74.5452,DG,Un Guarded
9190,South I,24.7726,67.09811,Non DG,Un Guarded
6028,South I,24.88558,67.0653,Non DG,Un Guarded
1679,South II,27.17402,68.295125,DG,Un Guarded
5792,Central III,30.04402,70.64682,DG,Guarded
9401,South I,24.8122,67.11232,DG,Guarded
9794,South II,27.71541,68.86746,DG,Guarded
8966,North I,33.33519,73.66478,DG,Guarded
7156,Central I,31.45489,74.4017,DG,Guarded
7262,Central I,31.56355,74.23963,DG,Guarded
5659,Central III,29.7917,71.00602,Non DG,Un Guarded
N-5104,North II,34.68001,71.58497,DG,Guarded
6213,South I,24.80728,67.06098,Non DG,Un Guarded
S-3541,South III,31.08376,68.28971,DG,Guarded
2981,North II,34.47809,72.4834,DG,Guarded
3758,Central I,32.20226,74.30182,DG,Un Guarded
S-7324,South III,27.8145,66.6018,Non DG,Un Guarded
BSC DGK,Central III,30.04882,70.630909,DG,Un Guarded
6969,Central III,29.60058,70.87897,DG,Guarded
N-5460,Central II,32.39529,69.68789,Non DG,Un Guarded
8862,North I,33.55806,73.14418,Non DG,Un Guarded
S-7321,South III,27.77998,66.63123,Non DG,Un Guarded
3146,Central I,31.51362,74.35457,Non DG,Un Guarded
N-5574,North II,33.95142,71.06403,Non DG,Un Guarded
N-5394,North II,33.6152,71.5872,Non DG,Un Guarded
7170,Central I,31.31828,74.09476,DG,Guarded
S-7311,South III,29.79754,66.82965,Non DG,Un Guarded
S-7315,South III,29.79496,66.84131,Non DG,Un Guarded
9644,South I,24.80253,67.02888,Non DG,Un Guarded
N-5382,North II,34.105,71.6137,Non DG,Un Guarded
5930,Central II,30.45055,73.69732,Non DG,Un Guarded
S-7313,South III,29.82771,66.84667,Non DG,Un Guarded
2873,North II,34.08701,71.64502,DG,Guarded
N-5405,North I,33.64084,73.18761,Non DG,Un Guarded
6841,Central II,31.41969,73.08194,Non DG,Un Guarded
1729,South II,25.42504,68.52635,Non DG,Un Guarded
9791,South II,27.69954,68.88185,Non DG,Un Guarded
S-7502,South III,28.84209,69.18653,DG,Guarded
S-7332,South III,27.87604,66.60155,Non DG,Un Guarded
N-5673,North II,33.49071,71.4763,Non DG,Un Guarded
N-5674,North II,33.55613,71.50062,Non DG,Un Guarded
S-3681,South III,28.75124,66.80564,DG,Guarded
N-5685,North II,33.59683,71.44654,Non DG,Un Guarded
N-5690,North II,33.53281,71.46547,Non DG,Un Guarded
1719,South II,24.98478,68.85238,Non DG,Un Guarded
N-5681,North II,33.58503,71.43159,Non DG,Un Guarded
3765,Central I,32.31495,74.98515,DG,Un Guarded
5521,Central III,28.76602,70.06624,DG,Guarded
S-7527,South III,29.6297,69.5611,DG,Guarded
3941,Central I,32.0647,74.1466,Non DG,Un Guarded
S-7500,South III,29.4791,69.5703,DG,Guarded
5922,Central III,30.2242,71.54832,Non DG,Un Guarded
6931,Central III,29.2578,71.37202,DG,Guarded
N-5692,North II,33.52399,71.03995,Non DG,Un Guarded
S-7520,South III,29.57092,68.60405,DG,Guarded
S-7312,South I,29.78154,66.83763,Non DG,Un Guarded
3130,Central I,31.52623,74.25981,Non DG,Un Guarded
4800,Central II,31.7087,73.24051,DG,Guarded
S-7314,South III,29.79888,66.84817,Non DG,Un Guarded
S-7545,South III,29.75696,68.63831,DG,Guarded
S-7511,South III,29.2554,69.3552,DG,Guarded
3065,Central I,31.46709,74.3071,Non DG,Un Guarded
N-5569,North II,33.41761,70.8214,Non DG,Un Guarded
8946,North I,34.1719,73.7384,DG,Guarded
9854,South II,25.45959,68.72294,Non DG,Guarded
2810,North I,34.02673,73.13461,Non DG,Un Guarded
2652,North I,32.63546,72.45818,Non DG,Un Guarded
4307,Central II,32.58847,71.58006,DG,Un Guarded
N-5694,North II,33.51588,71.06052,Non DG,Un Guarded
N-5107,North II,34.59132,71.44149,DG,Guarded
S-7196,South III,25.40295,63.68813,Non DG,Un Guarded
4614,Central III,29.39498,71.70971,DG,Guarded
1191,South II,25.75911,68.66338,Non DG,Guarded
N-5271,North I,33.73237,72.84141,Non DG,Un Guarded
LHRRNC02,Central I,31.51768904,74.34859344,Non DG,Un Guarded
N-5109,North II,34.39015,71.60905,DG,Guarded
N-5395,North I,33.64087,72.8983,Non DG,Un Guarded
9118,South I,24.941814,67.059222,Non DG,Un Guarded
N-5342,North II,32.99681593,70.56250299,Non DG,Un Guarded
N-5343,North II,32.97918685,70.56546199,Non DG,Un Guarded
N-5357,North II,33.0027426,70.63490521,Non DG,Un Guarded
CII-2790,Central III,29.8559,70.51974,Non DG,Un Guarded
N-5346,North II,32.96651394,70.59077124,Non DG,Un Guarded
CII-2792,Central III,29.84077,70.47807,Non DG,Un Guarded
N-5356,North II,33.01841874,70.64586559,Non DG,Un Guarded
6035,South I,24.87029,67.35535,Non DG,Un Guarded
2731,North I,33.88897,73.27596,DG,Guarded
N-5365,North II,32.98657215,70.62321161,Non DG,Un Guarded
CII-2793,Central III,29.81937,70.48294,Non DG,Un Guarded
N-5361,North II,32.9548,70.66,Non DG,Un Guarded
N-5344,North II,33.0003,70.5823,Non DG,Un Guarded
9457,South I,24.81006,67.03638,Non DG,Un Guarded
4386,Central I,32.39547,72.96634,DG,Guarded
N-5347,North II,32.9756,70.6063,Non DG,Un Guarded
9414,South I,24.91097,67.02874,Non DG,Un Guarded
N-5348,North II,32.9869,70.5953,Non DG,Un Guarded
N-5366,North II,32.9608,70.6111,Non DG,Un Guarded
N-5355,North II,33.025,70.6513,Non DG,Un Guarded
7975,Central I,31.50447,74.31582,Non DG,Un Guarded
N-5352,North II,32.9859,70.6123,Non DG,Un Guarded
N-5360,North II,32.9929,70.66,Non DG,Un Guarded
N-5359,North II,33.0017,70.6521,Non DG,Un Guarded
1868,South III,28.58889,65.41758,DG,Guarded
4390,Central III,30.07306,71.49379,DG,Guarded
N-5364,North II,32.9644,70.6342,Non DG,Un Guarded
1432,South III,30.15636,66.98243,DG,Guarded
N-5345,North II,32.9435,70.6064,Non DG,Un Guarded
N-5349,North II,32.9873,70.6012,Non DG,Un Guarded
9245,South I,24.94626,67.05554,Non DG,Un Guarded
6308,South I,24.93312,67.13653,Non DG,Un Guarded
N-5350,North II,32.9879,70.6047,Non DG,Un Guarded
N-5351,North II,32.9861,70.6072,Non DG,Un Guarded
3G-N-2044,North I,34.334,73.2011,Non DG,Un Guarded
N-5363,North II,32.9604,70.6437,Non DG,Un Guarded
8916,North I,34.36445,73.46365,DG,Guarded
2187,North II,34.01704,71.55273,DG,Guarded
S-7308,South II,28.17362,68.03818,Non DG,Un Guarded
N-5362,North II,32.972,70.6504,Non DG,Un Guarded
3G-CI-1003,Central I,32.07783,74.20935,Non DG,Un Guarded
N-5358,North II,33.0147,70.6566,Non DG,Un Guarded
6637,North II,33.98439,71.4472,Non DG,Guarded
CII-2743,Central III,30.02128,70.62143,Non DG,Un Guarded
S-7333,South III,27.80362,66.61536,Non DG,Un Guarded
CII-2747,Central III,30.025632,70.6404,Non DG,Un Guarded
CII-2750,Central III,29.28589,70.45879,Non DG,Un Guarded
7938,Central I,32.62274,73.78436,Non DG,Guarded
N-4370,North I,32.95057,73.72239,Non DG,Un Guarded
CII-2753,Central III,29.09564,70.33993,Non DG,Un Guarded
2890,North II,35.55776,71.79534,DG,Un Guarded
N-4115,North I,33.7488,72.7696,Non DG,Un Guarded
S-3772,South III,29.19783,63.59324,DG,Guarded
3007,Central I,31.62632,74.28656,DG,Guarded
2402,North I,33.82067,72.54047,DG,Guarded
3366,Central I,32.1349,74.01882,DG,Guarded
2526,North I,33.56642,72.64972,Non DG,Guarded
9328,South I,24.94535,66.99039,Non DG,Un Guarded
9970,South II,27.04065,67.84809,DG,Guarded
3119,Central I,31.50721,74.2789,DG,Un Guarded
6417,South I,24.998722,66.896499,Non DG,Un Guarded
8998,North I,33.34083,73.70171,DG,Guarded
3548,Central I,31.58896,73.68124,DG,Guarded
N-4958,North II,34.75959,71.55908,Non DG,Un Guarded
1502,Central III,28.43025,70.29743,DG,Un Guarded
6725,North I,33.25436,73.36551,DG,Guarded
S-3722,South III,27.4872,66.5295,DG,Guarded
4152,Central III,28.93478,70.95841,DG,Guarded
4488,Central III,30.46109,70.72719,DG,Guarded
2974,North I,33.35341,72.48881,Non DG,Un Guarded
CII-2126,Central III,29.86266,71.69655,Non DG,Un Guarded
2320,North II,33.53028,71.06298,DG,Guarded
9700,South II,27.38472,68.38381,Non DG,Un Guarded
9174,South I,24.89621,67.11537,Non DG,Un Guarded
N-5148,North II,33.522786,71.07353,DG,Guarded
3588,Central I,30.92749,74.0078,DG,Guarded
3658,Central I,31.58408,74.34233,Non DG,Un Guarded
7264,Central I,31.45663,74.44319,DG,Un Guarded
3G-S-3440,South III,30.17806944,66.98021944,Non DG,Un Guarded
2298,North I,33.41334,73.37627,DG,Guarded
S-3781,South III,28.74206,63.1551,DG,Guarded
5366,Central II,31.46029,72.72324,DG,Guarded
S-3816,South I,24.92374,67.09772,Non DG,Un Guarded
3629,Central I,32.70922,73.96218,DG,Guarded
3915,Central I,32.16067,74.19643,Non DG,Un Guarded
5154,Central II,31.83556,70.89293,DG,Guarded
8303,North I,33.661,73.0492,Non DG,Un Guarded
3960,Central I,31.567,74.3874,Non DG,Un Guarded
2872,North I,33.92085,72.53905,DG,Guarded
5250,Central III,29.90335,73.04451,DG,Un Guarded
3174,Central I,31.47346,74.32864,Non DG,Un Guarded
4816,Central II,30.54623,72.92561,Non DG,Un Guarded
4835,Central III,29.10217,70.32049,DG,Guarded
4058,Central II,31.43329,73.03843,DG,Guarded
S-3790,South III,28.005075,63.303603,DG,Guarded
N-4598,North II,33.91966,71.39307,Non DG,Un Guarded
1642,Central III,28.63779,70.65529,DG,Guarded
PTCL Usterzai,North II,33.60356,71.258771,Non DG,Un Guarded
1435,South III,30.23514,66.99173,Non DG,Guarded
1198,South II,25.12304,68.53445,Non DG,Guarded
1638,South II,28.42723,69.69657,Non DG,Un Guarded
8140,North I,33.63635,73.10327,DG,Guarded
7618,Central I,31.25552,74.21757,Non DG,Un Guarded
N-4208,North II,33.79936,71.56184,DG,Guarded
S-3718,South III,27.41529,66.15559,DG,Guarded
3679,Central I,32.69599,73.77271,DG,Guarded
1212,South II,27.95632,68.6403,Non DG,Un Guarded
CII-2317,Central III,31.14405,70.51115,DG,Un Guarded
6510,South II,27.51913,68.74252,Non DG,Un Guarded
4971,Central III,30.05399,70.64379,DG,Guarded
4336,Central II,32.19351,72.54142,Non DG,Un Guarded
1559,South II,27.84826,67.9074,DG,Guarded
3686,Central I,32.69552,73.96338,DG,Guarded
2570,North II,33.00496,70.72932,Non DG,Un Guarded
5141,Central II,31.7334,71.0987,DG,Un Guarded
1029,South I,24.912583333,67.007222222,Non DG,Guarded
4530,Central II,30.65893,73.08459,Non DG,Guarded
1998,South III,29.04289,67.82462,DG,Guarded
5299,Central III,30.21957,73.47925,DG,Guarded
S-3642,South III,28.64693,66.65604,DG,Guarded
8036,North I,33.63995,73.1108,DG,Guarded
UKSR15,South III,31.06459,67.85201,DG,Guarded
1140,South II,25.53132,69.01638,DG,Guarded
4194,Central III,29.65448,70.87981,DG,Guarded
2222,North I,32.91346,72.85937,DG,Guarded
6713,North I,33.98665,73.02813,DG,Un Guarded
6773,South III,30.10861,66.96469,DG,Guarded
3171,Central I,31.48241,74.23706,Non DG,Un Guarded
8016,North I,33.58755,73.04379,DG,Guarded
9155,South I,24.99376,67.16269,DG,Guarded
N-4185,North I,34.34867,73.22995,Non DG,Un Guarded
9050,South I,24.91104,67.07625,Non DG,Un Guarded
8704,North I,33.17743,73.95901,Non DG,Un Guarded
1450,South III,30.5867,67.0051,Non DG,Un Guarded
1793,South II,25.36197,67.83492,Non DG,Un Guarded
9453,South I,24.9088,66.9646,DG,Guarded
3538,Central I,31.79975,74.23712,DG,Guarded
1254,South II,28.54827,68.2134,DG,Guarded
8964,North I,33.55561,73.98206,DG,Guarded
N-3033,North II,32.9936,70.5699,Non DG,Un Guarded
9497,South I,24.87738,67.19249,Non DG,Guarded
9565,South I,24.8169,67.064,Non DG,Un Guarded
1413,South III,30.17848,66.995725,Non DG,Guarded
1131,South II,25.3663,68.31485,DG,Guarded
2823,North I,33.74712,72.78073,Non DG,Un Guarded
3112,Central I,31.51134,74.3142,Non DG,Un Guarded
2534,North I,33.10102,73.29122,Non DG,Un Guarded
9525,South I,24.92261,66.97952,DG,Un Guarded
9370,South I,24.92209,67.02513,Non DG,Un Guarded
6002,South I,24.85054,67.05647,Non DG,Un Guarded
9297,South I,24.87696,67.08585,Non DG,Un Guarded
9330,South I,24.95384,66.99803,DG,Guarded
Faisalabad MSC-B,Central II,31.40995,73.10939,DG,Un Guarded
2348,North II,34.63973,72.0704,DG,Guarded
2170,North II,34.00462,71.4913,Non DG,Un Guarded
4961,Central III,29.967789,70.3003,Non DG,Un Guarded
9491,South I,24.86097,66.99142,Non DG,Un Guarded
2791,North I,34.55754,73.25201,Non DG,Un Guarded
1537,South III,30.1602,66.99374,DG,Guarded
9115,South I,24.84478,67.06832,DG,Guarded
4764,Central II,30.89947,72.63214,DG,Un Guarded
8557,North II,33.47389,71.40326,DG,Guarded
7650,Central I,31.1489,74.16074,Non DG,Guarded
S-3565,South III,30.61484,68.83511,DG,Guarded
S-3225,South II,27.57671,68.21975,Non DG,Un Guarded
CII-2092,Central II,31.56782,71.22095,Non DG,Un Guarded
S-7380,South II,27.84151,67.90557,Non DG,Un Guarded
1688,South III,27.81143,66.62462,DG,Guarded
3821,Central I,32.56951,72.75011,Non DG,Un Guarded
6301,South I,24.908736,67.121805,Non DG,Un Guarded
S-7381,South II,27.83999,67.89823,Non DG,Un Guarded
3902,Central I,32.19503,74.21311,DG,Un Guarded
8154,North I,33.63819,73.01756,Non DG,Un Guarded
1238,South II,28.28357,68.43735,DG,Guarded
2319,North II,33.77411,71.54149,DG,Guarded
5771,Central II,32.59094,71.55244,Non DG,Un Guarded
7848,Central I,32.37212,73.21966,DG,Guarded
S-3554,South III,30.80242,67.59594,DG,Guarded
N-4286,North II,33.51351,71.04724,DG,Guarded
8564,North II,33.51302,71.5144,Non DG,Un Guarded
2664,North I,33.139,72.52176,Non DG,Un Guarded
4430,Central III,30.63543,72.36422,Non DG,Un Guarded
3647,Central I,32.17434,74.18967,Non DG,Un Guarded
CI-1608,Central I,31.55002,74.38248,Non DG,Un Guarded
3385,Central I,32.5491,74.59517,Non DG,Un Guarded
N-4734,North II,34.18191,71.88591,Non DG,Un Guarded
6519,South I,25.028,66.89111,Non DG,Un Guarded
1154,South II,25.39881,68.34496,Non DG,Guarded
7639,Central I,31.6065,74.30839,Non DG,Un Guarded
9375,South I,24.93698,67.07682,Non DG,Un Guarded
5824,Central II,30.81241,73.43853,Non DG,Un Guarded
S-3348,South I,24.80596,67.04489,Non DG,Un Guarded
9577,South I,24.86245,67.02558,Non DG,Un Guarded
4881,Central III,29.63328,70.60209,DG,Guarded
1404,South III,30.1338,66.97966,DG,Guarded
1364,South III,30.09851,66.93714,Non DG,Guarded
6866,Central III,30.19267,71.47193,Non DG,Un Guarded
2360,North II,34.22459,71.56311,DG,Guarded
4476,Central III,29.62434,71.9211,DG,Guarded
3742,Central I,31.5614,74.33396,Non DG,Un Guarded
1179,South I,24.60147,68.07804,Non DG,Un Guarded
CII-2294,Central III,28.42402,70.30232,Non DG,Un Guarded
CII-2290,Central II,30.81951,73.46191,Non DG,Guarded
1960,South II,26.1424,68.9602,DG,Guarded
9045,South I,24.8393,67.07302,DG,Guarded
6962,Central III,28.6875,69.9533,Non DG,Un Guarded
CI-1687,Central I,32.1673,74.2093,Non DG,Un Guarded
2728,North I,34.02856,73.4004,DG,Guarded
6967,Central III,29.54749,70.84094,DG,Guarded
8883,North I,33.98871,72.92879,DG,Un Guarded
1109,South II,25.389588,68.363713,DG,Guarded
5327,Central II,30.75616,72.8717,DG,Guarded
5305,Central II,30.49485,73.51943,Non DG,Un Guarded
2833,North I,34.42237,72.89139,DG,Guarded
9098,South I,24.93218,67.05186,Non DG,Un Guarded
7258,Central I,31.52431,74.28773,Non DG,Guarded
8057,North I,33.7054,73.06238,DG,Guarded
N-4169,North II,33.61749,71.29391,DG,Guarded
4040,Central II,31.41222,73.08938,DG,Guarded
2784,North I,34.32745,73.18812,DG,Guarded
N-4748,North I,32.94431,73.68202,Non DG,Un Guarded
2996,North I,33.92742,72.449,DG,Guarded
4400,Central II,30.52638,72.69167,DG,Guarded
N-4236,North II,34.8668,72.25487,DG,Guarded
5148,Central II,31.91273,70.92615,DG,Un Guarded
1564,South II,27.85097,67.91355,DG,Guarded
3643,Central I,32.5876,73.48022,DG,Guarded
9015,South I,24.92391,67.06809,DG,Guarded
9229,South I,25.0075,67.06621,DG,Guarded
5350,Central II,31.12847,72.39367,Non DG,Un Guarded
1586,South II,28.43536,69.68912,DG,Guarded
N-4741,North II,35.12837,71.94351,Non DG,Un Guarded
1445,South III,30.92251,66.45375,DG,Guarded
4749,Central II,31.56419,72.6413,DG,Guarded
8554,North II,33.22516,71.50809,DG,Guarded
7353,Central I,31.57993,74.31951,Non DG,Un Guarded
1691,South II,25.70126,68.56334,DG,Guarded
4306,Central II,32.64034,71.7454,DG,Un Guarded
S-3255,South III,29.55878,67.85479,DG,Un Guarded
3317,Central I,32.14891,74.20708,DG,Guarded
1660,South II,27.85417,68.700198,Non DG,Un Guarded
5439,Central III,28.58964,70.69518,Non DG,Guarded
9433,South I,24.85895,67.00037,Non DG,Guarded
7024,Central I,31.25945,74.15958,DG,Guarded
9867,South I,24.99423,67.09468,DG,Guarded
7269,Central I,31.5946,74.39622,Non DG,Un Guarded
N-4945,North I,33.74154,73.08498,Non DG,Un Guarded
1619,South II,26.5874,68.29966,Non DG,Un Guarded
CI-1466,Central I,31.4559,74.3674,DG,Guarded
1117,South II,25.36581,68.36436,DG,Guarded
3308,Central I,32.15842,74.2048,DG,Un Guarded
4176,Central III,29.46786,71.4448,DG,Guarded
2989,North I,33.851,72.41933,DG,Un Guarded
CI-1304,Central I,31.4752,74.33766,Non DG,Un Guarded
9358,South I,25.01345,67.1249,DG,Guarded
S-3537,South III,29.80376,69.46858,DG,Guarded
ISBRNC01,North I,33.6612451,73.0493425,Non DG,Un Guarded
4177,Central III,29.127933,71.7489,Non DG,Un Guarded
CII-2043,Central II,32.09244,72.6709,Non DG,Un Guarded
1315,South II,25.463,69.37212,DG,Guarded
2496,North II,33.49937,71.67789,DG,Guarded
1230,South II,28.279011,68.442019,DG,Un Guarded
CII-2293,Central III,30.29455,71.67538,Non DG,Un Guarded
8072,North I,33.59504,73.05585,DG,Un Guarded
6273,South I,24.82845,67.14352,Non DG,Un Guarded
N-4178,North II,34.88845,71.66216,Non DG,Un Guarded
6533,South III,29.54213,67.88095,Non DG,Guarded
1018,South I,24.948555556,67.065527778,Non DG,Un Guarded
5212,Central III,29.606084,73.034402,Non DG,Un Guarded
4298,Central III,28.87312,70.45981,DG,Guarded
8116,North I,33.65156,73.01646,DG,Un Guarded
6852,Central II,30.66391,73.11036,Non DG,Un Guarded
S-3692,South III,27.6171,66.3018,DG,Guarded
5357,Central II,31.14808,72.22096,DG,Guarded
9251,South I,24.95395,67.10247,Non DG,Guarded
9858,South II,25.52347,69.022558,DG,Guarded
S-3391,South II,26.14266,67.65279,Non DG,Un Guarded
9224,South I,24.92989,67.10145,Non DG,Guarded
8287,North I,33.63011,73.10188,DG,Guarded
S-3587,South III,30.43828,68.43489,DG,Guarded
HMNSBSC03,North I,34.334076,73.20152,DG,Un Guarded
9881,South II,25.4521,68.7182,Non DG,Un Guarded
CI-1620,Central I,31.53979,74.37189,Non DG,Un Guarded
