2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
2048,North I,33.71976,73.05364,DG,Guarded
2215,North I,32.92986,73.73269,DG,Guarded
7956,Central I,30.99616,73.77992,DG,Guarded
8284,North I,33.62711,73.03738,Non DG,Un Guarded
S-7143,South II,28.17801,68.04786,DG,Guarded
9298,South I,24.88319,67.07056,DG,Un Guarded
4311,Central II,32.89522,71.59187,DG,Un Guarded
5113,Central II,31.62854,71.09386,Non DG,Un Guarded
S-3813,South III,30.199346,67.020281,Non DG,Un Guarded
CI-1605,Central I,31.48602,74.35639,Non DG,Un Guarded
2233,North I,32.93556,72.86308,Non DG,Un Guarded
9766,South II,28.076938,69.798707,DG,Un Guarded
7015,Central I,31.60443,74.31373,Non DG,Un Guarded
S-3696,South III,27.90742,66.48899,DG,Guarded
8414,North II,32.80526,70.78135,DG,Guarded
S-3183,South II,25.38939,68.3678,Non DG,Un Guarded
4929,Central III,30.796333,70.552611,Non DG,Un Guarded
1105,South II,25.359166667,68.346611111,Non DG,Un Guarded
9217,South I,25.07044,67.19063,DG,Guarded
9507,South I,24.92937,66.98885,Non DG,Un Guarded
4506,Central II,30.7351,73.33204,DG,Guarded
3G-N-3878,North I,33.65163,72.89045,Non DG,Un Guarded
3448,Central I,32.26429,74.658246,Non DG,Un Guarded
6119,South II,27.54973,68.21253,Non DG,Un Guarded
1244,South II,27.53228,68.75318,DG,Guarded
3095,Central I,31.43444,74.23605,DG,Guarded
CII-2044,Central II,30.97974,72.48588,DG,Guarded
N-5048,North I,33.6713,73.01985,Non DG,Un Guarded
7018,Central I,31.59291,74.45484,DG,Guarded
4878,Central III,29.37024,70.90743,DG,Guarded
9976,South II,27.45126,67.79828,DG,Guarded
9583,South I,24.8063,67.07206,Non DG,Un Guarded
N-5623,North II,33.3359,71.16958,DG,Guarded
5912,Central III,30.17062,71.48228,Non DG,Un Guarded
1151,South II,25.35874,68.3525,DG,Un Guarded
9814,South II,25.37615,68.37364,DG,Guarded
2671,North I,32.901,73.75433,DG,Un Guarded
7357,Central I,31.58268,74.31793,Non DG,Un Guarded
S-3018,South I,24.85816,67.05975,Non DG,Un Guarded
1743,South II,25.43036,68.53041,Non DG,Un Guarded
7801,Central I,32.5863,74.06499,DG,Un Guarded
3410,Central I,32.53555,74.55325,DG,Guarded
1661,South II,24.96996,69.30151,Non DG,Un Guarded
7234,Central I,31.4699,74.29909,DG,Guarded
N-4729,North II,34.01297,72.3246,Non DG,Un Guarded
2875,North I,33.89445,72.46285,DG,Un Guarded
S-7494,South III,30.1539,68.64524,DG,Guarded
9715,South II,27.16455,68.95325,DG,Un Guarded
3060,Central I,31.46576,74.24715,Non DG,Un Guarded
9722,South II,28.52132,68.54527,DG,Guarded
5124,Central II,31.81678,70.89273,Non DG,Un Guarded
4102,Central III,30.19161,71.4518,DG,Un Guarded
7846,Central I,32.53491,73.22005,DG,Guarded
1326,South II,25.39697,68.37214,Non DG,Guarded
S-3602,South III,30.12076,67.86813,DG,Guarded
3842,Central I,31.65026,73.93022,Non DG,Un Guarded
4466,Central III,30.28379,71.91795,Non DG,Un Guarded
3123,Central I,31.5885,74.3481,Non DG,Un Guarded
6422,South I,24.84213,67.07549,Non DG,Un Guarded
1381,South III,30.18355,66.96641,Non DG,Un Guarded
9326,South I,24.93874,66.9597,DG,Un Guarded
5149,Central II,31.90638,70.87485,DG,Guarded
6738,North II,34.75183,72.6722,DG,Guarded
9719,South II,27.33111108,68.01922413,Non DG,Un Guarded
9361,South I,24.85515,67.02853,DG,Un Guarded
N-4417,North II,33.54777,71.49569,DG,Un Guarded
2250,North I,32.94919,73.74141,Non DG,Un Guarded
1717,South II,24.88489,68.81375,Non DG,Un Guarded
S-3271,South II,25.43806,68.33183,Non DG,Guarded
8524,North II,34.0055,71.46454,Non DG,Un Guarded
9441,South I,24.93371,66.98725,DG,Guarded
9827,South II,25.33102,68.36203,Non DG,Un Guarded
9764,South II,27.70615,68.87791,DG,Un Guarded
7261,Central I,31.484,74.42454,DG,Guarded
8393,North I,33.69102,72.71268,Non DG,Un Guarded
S-7499,South III,30.27131,68.10979,DG,Guarded
N-4002,North II,33.09328,71.00541,DG,Guarded
9313,South I,24.93598,67.14367,Non DG,Un Guarded
1243,South II,27.52461,68.7634,Non DG,Guarded
9223,South I,24.92544,67.08734,Non DG,Un Guarded
5555,Central II,30.41602,73.33117,Non DG,Guarded
1693,South II,25.635816,68.684701,DG,Guarded
5061,Central II,30.83451,72.07265,Non DG,Un Guarded
9800,South II,25.36388,68.35324,DG,Guarded
5084,Central II,30.74537,71.8123,DG,Guarded
5146,Central II,32.01203,70.88863,Non DG,Un Guarded
7934,Central I,32.54737,73.99003,DG,Un Guarded
4179,Central III,29.12163,71.74738,Non DG,Un Guarded
2541,North I,33.30015,72.96011,DG,Guarded
5131,Central II,31.82714,70.91057,Non DG,Un Guarded
S-3609,South III,30.38631,69.26842,DG,Guarded
8866,North I,33.68819,73.13764,DG,Un Guarded
S-3782,South III,28.59459,63.06722,DG,Guarded
S-3614,South III,30.37143,68.45815,DG,Guarded
3357,Central I,32.21253,73.99841,Non DG,Un Guarded
S-3758,South III,27.2124,67.0416,DG,Guarded
1532,South III,30.15469,66.99605,Non DG,Guarded
S-3705,South III,26.62473,66.82453,DG,Guarded
WH.Bannu,North II,34.03857,71.615016,Non DG,Un Guarded
1304,South II,25.167666667,67.800722222,Non DG,Guarded
S-4465,South I,24.8506,67.14172,Non DG,Un Guarded
S-4378,South I,24.98295,67.13389,Non DG,Un Guarded
N-3021,North I,33.61212,72.9953,Non DG,Un Guarded
N-4650,North II,33.770436,70.241488,Non DG,Un Guarded
S-4375,South I,25.01736,67.03124,Non DG,Un Guarded
N-3112,North I,33.57227,73.13618,Non DG,Un Guarded
N-3268,North I,33.624236,72.917157,Non DG,Un Guarded
S-4372,South I,25.00147,67.13813,Non DG,Un Guarded
S-4556,South I,24.87047,66.92073,Non DG,Un Guarded
N-3444,North I,33.72182,73.05172,Non DG,Un Guarded
S-4374,South I,24.8502,67.4317,Non DG,Un Guarded
N-5641,North I,33.53165,73.06993,Non DG,Un Guarded
S-3530,South III,30.33107,67.97789,DG,Guarded
7810,Central I,32.49923,74.08588,Non DG,Un Guarded
S-3416,South III,29.02635,66.59739,Non DG,Guarded
S-3613,South III,30.4097,68.2609,DG,Guarded
WH.Bahawalnagar,Central III,29.999706,73.257802,Non DG,Un Guarded
CII-2052,Central II,31.39992,70.4065,DG,Guarded
S-4200,South III,30.225012,67.010749,Non DG,Un Guarded
WH.Attock,North I,33.780402,72.364492,Non DG,Un Guarded
N-4769,North II,33.00706,70.66469,DG,Un Guarded
S-3620,South III,30.0825,69.34532,DG,Guarded
WH.Kasur,Central I,31.1037238,74.4692317,Non DG,Un Guarded
CII-2320,Central III,29.639887,70.582067,Non DG,Un Guarded
CII-2332,Central III,29.64762,70.59786,Non DG,Un Guarded
CII-2333,Central III,29.64233,70.60207,Non DG,Un Guarded
CII-2298,Central III,30.01723,70.61989,Non DG,Un Guarded
CI-1559,Central I,31.5392,74.3009,Non DG,Un Guarded
9403,South I,24.875148,67.163569,Non DG,Un Guarded
S-3798,South III,31.2383,67.63892,DG,Un Guarded
HQTABSC03,South III,30.19920995,67.00728372,Non DG,Un Guarded
7779,Central I,32.56112,74.5377,Non DG,Un Guarded
S-3974,South III,31.20791,67.47951,DG,Guarded
S-3585,South III,30.23653,68.09875,Non DG,Guarded
2401,North I,33.81525,72.70389,DG,Guarded
8510,North II,34.191996,72.064856,Non DG,Un Guarded
N-3076,North I,33.53546,73.11193,Non DG,Un Guarded
9480,South I,24.84404,67.18477,DG,Guarded
WH.Multan,Central III,30.2078109,71.5055872,Non DG,Un Guarded
1866,South III,27.00169,64.12316,DG,Guarded
WH.Taunsa,Central III,30.70262012,70.63148988,Non DG,Un Guarded
CI-1734,Central I,31.4714,74.3556,Non DG,Un Guarded
WH.Okara,Central II,30.49134,73.2754,Non DG,Un Guarded
5270,Central III,29.89142,72.55284,DG,Guarded
2855,North I,34.28615,73.25149,Non DG,Un Guarded
S-3627,South III,29.4548,66.5358,DG,Guarded
WH.Sargodha,Central II,32.02045,72.42266,Non DG,Un Guarded
2329,North II,32.92512,70.54585,DG,Guarded
WH.Swat,North II,34.794464,72.37351,Non DG,Un Guarded
N-5329,North II,32.99945,70.54237,DG,Guarded
WH.Bahawalpur,Central III,21.354555,71.669952,Non DG,Un Guarded
7332,Central I,31.49333,74.29659,Non DG,Un Guarded
S-3751,South III,26.25288,66.92897,DG,Guarded
3480,Central I,32.38747,74.28304,DG,Guarded
9390,South I,24.8641,67.0133,Non DG,Un Guarded
S-3762,South III,27.05107,67.0616,DG,Guarded
7231,Central I,31.57495,74.19495,DG,Guarded
2457,North II,34.16918,72.27145,DG,Guarded
WH.Kohat,North II,33.6039925,71.4748583,Non DG,Un Guarded
WH.Khanewal,Central III,30.18552,71.54595,Non DG,Un Guarded
8778,North I,33.80458,73.89512,DG,Guarded
WH.Mirpurkhas,South II,25.50884,69.009527,Non DG,Un Guarded
DTE Hangu,North II,33.52714,71.0582,Non DG,Un Guarded
S-3738,South III,27.9798,67.006,DG,Guarded
2718,North I,34.14638,73.22418,Non DG,Un Guarded
WH.Chakwal,North I,32.937212,72.833437,Non DG,Un Guarded
WH.Mianwali,Central II,32.586266,71.531937,Non DG,Un Guarded
S-3747,South III,27.39543,65.9161,DG,Guarded
9835,South II,25.36547,68.35805,Non DG,Un Guarded
3943,Central I,31.93134,74.18465,DG,Guarded
CII-2256,Central III,30.05434,70.63032,Non DG,Un Guarded
4909,Central III,30.96812,70.95076,Non DG,Un Guarded
2891,North II,35.84918,71.78366,DG,Guarded
WH.Karachi,South I,24.858715,67.059912,Non DG,Un Guarded
WH.Gilgit,North I,35.91433,74.33845,Non DG,Un Guarded
S-3757,South III,27.99943,66.22673,DG,Guarded
3425,Central I,32.49819,74.55176,DG,Un Guarded
WH.Sialkot,Central I,32.496827,74.502769,Non DG,Un Guarded
WH.Loralai,South III,30.22327,68.36068,Non DG,Un Guarded
S-3753,South III,27.38134,66.86119,DG,Guarded
1698,South II,25.57745,68.91291,Non DG,Un Guarded
CI-1733,Central I,32.5826,74.08079,Non DG,Un Guarded
4135,Central III,30.19273,71.48605,DG,Guarded
WH.Jhelum,North I,32.92231251,73.67826914,Non DG,Un Guarded
WH.Layyah,Central III,30.97045,71.216718,Non DG,Un Guarded
S-3698,South III,26.862,66.4639,DG,Guarded
CI-1067,Central I,31.5201,74.4119,Non DG,Un Guarded
WH.Gujranwala,Central I,32.197844,74.192496,Non DG,Un Guarded
WH.Gujrat,Central I,32.594573,74.065781,Non DG,Un Guarded
CII-2602,Central III,30.16165,71.41129,Non DG,Un Guarded
WH.Haripur,North I,34.009407,72.935026,Non DG,Un Guarded
1032,South I,24.945944444,67.104916667,Non DG,Un Guarded
WH.Dalbandin,South III,28.5258,64.24137,Non DG,Un Guarded
8622,North I,33.99327,72.93722,DG,Un Guarded
5162,Central II,32.41908,71.35593,DG,Guarded
WH.Bhakkar,Central II,31.616274,71.072268,Non DG,Un Guarded
CII-2704,Central III,30.19147,71.47334,Non DG,Un Guarded
S-3769,South III,29.28678,64.40935,DG,Guarded
7376,Central I,31.5294,74.37866,Non DG,Un Guarded
CII-2706,Central III,29.47546,70.51098,DG,Guarded
S-3784,South III,27.951,62.8667,DG,Guarded
CII-2707,Central III,29.10612,70.34458,DG,Guarded
WH.Sahiwal,Central II,30.64888,73.10736,Non DG,Un Guarded
5442,Central III,29.20238,70.50768,DG,Guarded
3213,Central I,31.58053,74.3222,Non DG,Un Guarded
N-5098,North I,33.68817,72.829162,Non DG,Un Guarded
N-4894,North I,33.49071,73.10287,Non DG,Un Guarded
S-3919,South III,26.10754,67.38406,DG,Guarded
2483,North II,34.07028,72.3322,Non DG,Un Guarded
WH.Chitral,North I,35.845004,71.783649,Non DG,Un Guarded
WH.Faisalabad,Central II,31.4207759,73.1189489,Non DG,Un Guarded
2995,North I,33.9197,72.36279,DG,Guarded
4084,Central II,31.50467,73.26685,DG,Guarded
S-3857,South III,26.8858,65.4377,DG,Guarded
WH.Lahore,Central I,31.525551,74.263787,Non DG,Un Guarded
S-3905,South III,25.87935,66.34537,DG,Guarded
9075,South I,24.98549,67.21396,DG,Guarded
S-3865,South III,26.44292,65.41724,DG,Guarded
WH.Abbotabad,North I,34.176544,73.222408,Non DG,Un Guarded
5919,Central III,30.24063,71.50447,DG,Guarded
WH.Rajanpur,Central III,29.0925,70.1947,Non DG,Un Guarded
S-3867,South III,26.32453,64.91571,DG,Guarded
3442,Central I,32.44973,74.56748,DG,Guarded
WH.Murree,North I,33.916051,73.393835,Non DG,Un Guarded
S-3870,South III,26.26664,64.76818,DG,Guarded
S-3917,South III,25.672951,66.239592,DG,Guarded
8666,North II,33.98461,71.54204,Non DG,Guarded
WH.Burewala,Central III,30.164317,72.704503,Non DG,Un Guarded
S-3871,South III,26.22694,64.63941,DG,Guarded
WH.Hafizabad,Central I,32.088723,73.676563,Non DG,Un Guarded
S-3874,South III,25.49962,65.97507,DG,Guarded
3813,Central I,31.76896,73.9505,DG,Guarded
CI-1675,Central I,32.24708,74.10128,Non DG,Un Guarded
WH.Larkana,South II,27.563698,68.19838,Non DG,Un Guarded
S-3875,South III,26.36839,65.88163,DG,Guarded
WH.Islamabad,North I,33.639061,73.103609,Non DG,Un Guarded
9527,South II,25.35588,68.18966,DG,Guarded
CI-1674,Central I,32.25357,74.09793,Non DG,Un Guarded
S-3590,South III,30.55023,67.89024,DG,Guarded
WH.Hyderabad,South II,25.35873,68.342895,Non DG,Un Guarded
S-3878,South III,26.33774,65.59521,DG,Guarded
PTCL Tank,Central II,32.2086,70.386676,Non DG,Un Guarded
8247,North I,33.66672,72.98204,DG,Guarded
WH.Mansehra,North I,34.18358,73.11587,Non DG,Un Guarded
WH.Khuzdar,South III,27.786793,66.610823,Non DG,Un Guarded
S-3830,South I,24.89291,67.10262,Non DG,Un Guarded
4922,Central III,30.92798,70.70734,DG,Guarded
S-3879,South III,26.40064,65.64098,DG,Guarded
WH.Peshawar,North II,34.038634,71.614751,Non DG,Un Guarded
9057,South I,24.88189,67.1593,Non DG,Un Guarded
PTCL PEZU,North II,32.30887,70.728962,Non DG,Un Guarded
CII-2537,Central II,31.71585,70.83449,Non DG,Un Guarded
WH.Nawabshah,South II,26.249395,68.395448,Non DG,Un Guarded
PTCL Kirishamozai,Central II,31.39948,70.483061,DG,Un Guarded
S-3117,South III,30.24479,67.00934,Non DG,Un Guarded
S-3880,South III,26.46684,65.69476,DG,Guarded
WH.Jhang,Central II,31.2756325,72.322737,Non DG,Un Guarded
S-3592,South III,30.4823,68.01648,DG,Guarded
3581,Central I,31.75074,73.8262,Non DG,Un Guarded
S-3882,South III,25.22136,66.88386,DG,Guarded
5541,Central III,29.54686,70.60738,DG,Guarded
WH.Shadahra,Central I,31.616524,74.287432,Non DG,Un Guarded
WH.Sheikhupura,Central I,31.707411,74.0040754,Non DG,Un Guarded
S-3989,South III,30.19448,66.99342,Non DG,Un Guarded
S-3886,South III,25.62942,67.15765,DG,Guarded
2241,North I,32.97218,73.5814,DG,Guarded
5359,Central II,31.40107,72.37997,Non DG,Un Guarded
S-3898,South III,26.24262,67.26328,DG,Guarded
S-3835,South I,24.83397,67.05294,Non DG,Un Guarded
1742,South II,24.48083,68.9859,Non DG,Un Guarded
6541,South II,24.655985,68.846066,Non DG,Un Guarded
2866,North I,34.390911,73.108357,Non DG,Un Guarded
7068,Central I,31.57593,74.32632,Non DG,Guarded
S-3899,South III,26.41442,67.22228,DG,Guarded
S-3388,South III,30.1581,67.00088,Non DG,Guarded
S-3909,South III,25.32406,66.90024,DG,Guarded
CI-1374,Central I,31.57025,74.2954,Non DG,Un Guarded
N-4275,North II,33.90136,72.23139,Non DG,Un Guarded
7309,Central I,31.53258,74.32873,Non DG,Un Guarded
3601,Central I,32.70349,73.95416,DG,Guarded
7607,Central I,31.40295,74.02706,DG,Guarded
S-3914,South III,25.41781,65.48357,DG,Guarded
7339,Central I,31.53181,74.31714,Non DG,Un Guarded
5186,Central II,32.78457,71.29728,DG,Guarded
4661,Central III,30.04004,72.34233,DG,Guarded
N-4893,North I,34.0154,72.91273,Non DG,Un Guarded
S-3829,South I,24.81235,67.0397,Non DG,Un Guarded
9084,South I,24.81877,67.05275,Non DG,Un Guarded
S-3915,South III,25.50694,65.72337,DG,Guarded
9157,South I,24.89645,67.04368,Non DG,Un Guarded
4932,Central II,31.63278,73.23242,DG,Guarded
8213,North I,33.52128,73.1195,Non DG,Un Guarded
S-3944,South III,28.58516,65.5414,DG,Guarded
3072,Central I,31.56318,74.32345,Non DG,Un Guarded
S-3661,South III,28.06726,66.22641,DG,Guarded
S-3923,South III,31.16382,69.633,DG,Guarded
S-3942,South III,28.68038,65.48378,DG,Guarded
S-3707,South III,26.81012,66.60758,DG,Guarded
S-3712,South III,27.67133,65.80014,DG,Guarded
S-3730,South III,26.62593,66.33405,DG,Guarded
9100,South I,24.7936,67.06488,Non DG,Guarded
S-3947,South III,28.45367,65.31277,DG,Guarded
S-3737,South III,27.94664,66.93073,DG,Guarded
S-3748,South III,28.44053,66.75111,DG,Guarded
3326,Central I,32.1546,74.2145,DG,Guarded
S-3752,South III,27.3683,67.06752,DG,Guarded
R022,North I,32.7482211,73.0297398,DG,Guarded
S-3754,South III,27.23852,66.91804,DG,Guarded
7737,Central I,31.02902,74.35372,DG,Guarded
5776,Central III,30.04817,70.65204,DG,Guarded
S-3957,South III,28.58507,65.24946,DG,Guarded
CI-1717,Central I,32.4446,74.11327,Non DG,Un Guarded
S-3242,South II,27.56199,68.19088,Non DG,Un Guarded
S-3755,South III,27.29848,66.89555,DG,Guarded
S-3767,South III,28.40846,66.84713,DG,Guarded
9210,South I,25.02956,67.12695,DG,Guarded
S-3945,South III,28.45199,65.49366,DG,Guarded
S-3818,South I,24.90959,67.1364,Non DG,Un Guarded
1127,South II,25.42088,68.33878,Non DG,Guarded
S-7000,South I,24.846225,67.030978,Non DG,Un Guarded
N-4421,North I,33.54832,73.21956,Non DG,Un Guarded
2878,North II,34.75992,72.66681,DG,Guarded
S-3946,South III,28.42987,65.39022,DG,Guarded
S-7001,South I,24.8524,67.03219,Non DG,Un Guarded
S-3632,South III,28.74395,66.24832,DG,Guarded
1462,South III,25.20643,62.34101,DG,Guarded
S-3948,South III,28.36139,65.19675,DG,Guarded
3499,Central I,31.46255,74.24383,Non DG,Un Guarded
9206,South I,24.9214,67.07362,DG,Guarded
N-5119,North II,33.3183,70.5418,Non DG,Un Guarded
S-3949,South III,28.2972,65.08171,DG,Guarded
CI-1637,Central I,31.39316,74.27451,Non DG,Un Guarded
9774,South II,27.98046,69.68143,DG,Guarded
9443,South I,24.8486,67.08631,Non DG,Guarded
4713,Central II,31.88026,73.00315,Non DG,Un Guarded
N-5113,North II,33.5615,70.8488,Non DG,Un Guarded
S-3960,South III,28.42515,64.83402,DG,Guarded
2755,North I,34.70369,72.98062,DG,Guarded
7301,Central I,31.4132,74.35573,DG,Guarded
S-3976,South III,27.94553,65.92596,DG,Guarded
1010,South I,24.867916667,67.083166667,DG,Guarded
7136,Central I,31.57642,74.35916,Non DG,Un Guarded
S-7005,South III,28.8919,64.90761,Non DG,Un Guarded
CII-2314,Central III,29.09821,70.90425,Non DG,Un Guarded
S-3603,South III,30.9245,68.9446,DG,Guarded
N-4403,North II,33.98239,71.55714,Non DG,Un Guarded
CI-1732,Central I,32.6409,74.199,DG,Guarded
S-7043,South I,24.90739,67.01466,Non DG,Un Guarded
S-3605,South III,30.75954,68.90141,DG,Guarded
3185,Central I,31.4341,74.29831,Non DG,Un Guarded
9778,South II,28.43116,69.5863,DG,Guarded
1042,South I,24.786472,67.343444,DG,Guarded
4653,Central III,29.29318,70.45055,DG,Guarded
6095,South I,24.92497,67.07764,Non DG,Un Guarded
S-3615,South III,30.8615,67.528,DG,Guarded
2676,North I,33.24925,73.17849,DG,Guarded
3372,Central I,31.65533,74.27872,DG,Guarded
S-3756,South III,27.2899,67.0147,DG,Guarded
7804,Central I,32.57894,74.08002,Non DG,Un Guarded
S-3912,South III,25.89647,66.21352,DG,Guarded
6597,South III,28.58345,65.4282,Non DG,Un Guarded
S-3884,South III,25.71366,66.78814,DG,Guarded
9954,South II,26.49592,67.97585,DG,Un Guarded
S-3575,South III,30.46271,69.15877,DG,Guarded
S-3990,South III,28.57525,65.41311,Non DG,Un Guarded
S-3715,South III,27.16397,66.29308,DG,Guarded
9166,South I,24.8499,66.98867,DG,Guarded
6150,South I,24.9224,67.11542,Non DG,Un Guarded
S-3885,South III,25.82945,66.79715,DG,Guarded
N-5118,North II,33.1767,70.4023,Non DG,Un Guarded
5898,Central III,30.01453,71.73123,Non DG,Un Guarded
4473,Central III,30.00497,71.4959,DG,Un Guarded
S-7018,South III,30.20633,66.99968,Non DG,Un Guarded
N-5497,North II,33.98131,71.42609,Non DG,Un Guarded
5355,Central II,31.18718,72.35107,DG,Un Guarded
6943,Central II,32.51207,71.55652,DG,Guarded
7119,Central I,31.43715,74.27552,Non DG,Un Guarded
S-7020,South III,30.18616,67.0195,Non DG,Un Guarded
N-5078,North I,33.7475,73.4099,DG,Un Guarded
9239,South I,24.93814,67.03729,Non DG,Un Guarded
S-3806,South III,30.09608,69.9063,DG,Guarded
9851,South II,25.53825,69.01689,DG,Guarded
S-7019,South III,30.18721,67.01037,Non DG,Un Guarded
S-3810,South III,30.03665,69.88651,Non DG,Guarded
3346,Central I,32.06615,73.67038,DG,Guarded
5649,Central III,29.84188,70.72713,Non DG,Un Guarded
6664,North I,33.58952,73.12564,Non DG,Un Guarded
2608,North I,33.21823,72.69029,DG,Guarded
6971,Central II,31.60854,73.16102,DG,Guarded
S-3988,South III,30.22404,66.95689,Non DG,Guarded
9153,South I,24.89963,67.075,Non DG,Un Guarded
9741,South II,27.87679,67.70519,DG,Guarded
7993,Central I,31.55369,74.42019,Non DG,Un Guarded
S-3950,South III,28.20694,65.0303,DG,Guarded
1395,South III,30.21803,67.04324,DG,Guarded
CI-1190,Central I,32.5841,74.60762,Non DG,Un Guarded
9136,South I,24.82052,66.99455,DG,Un Guarded
3533,Central I,31.90654,74.51278,DG,Guarded
CI-1296,Central I,31.45254,74.20399,Non DG,Un Guarded
CII-2469,Central II,31.07132,72.95032,Non DG,Un Guarded
CI-1426,Central I,31.46210101,74.47202875,Non DG,Un Guarded
CI-1429,Central I,31.48944132,74.25315331,Non DG,Un Guarded
CII-2489,Central II,31.49941,73.21879,Non DG,Un Guarded
CII-2354,Central II,31.34059,73.05676,DG,Un Guarded
CI-1267,Central I,32.255822,74.144849,Non DG,Un Guarded
CI-1332,Central I,31.4359,74.2554,Non DG,Un Guarded
CI-1260,Central I,31.4794,74.1194,Non DG,Un Guarded
CI-1283,Central I,32.58392,74.09466,Non DG,Un Guarded
CI-1230,Central I,31.324905,74.244065,Non DG,Un Guarded
CI-1455,Central I,31.601993,74.482326,Non DG,Un Guarded
CI-1149,Central I,31.19914,73.91309,Non DG,Un Guarded
7988,Central I,31.4963,74.33115,Non DG,Un Guarded
S-3964,South III,28.13806,64.86673,DG,Guarded
CII-2486,Central III,29.3835,70.9554,Non DG,Un Guarded
CII-2479,Central III,28.42816,70.3105,Non DG,Un Guarded
CII-2482,Central III,30.14704,71.48474,Non DG,Un Guarded
1218,South II,27.75785,68.74913,DG,Guarded
6009,South I,24.90707,67.13941,DG,Guarded
CII-2888,Central II,32.091143,72.645188,Non DG,Un Guarded
CI-1249,Central I,32.6583702799009,73.6851942342171,Non DG,Un Guarded
CI-1251,Central I,32.6494391986661,73.7179305995709,Non DG,Un Guarded
CII-2360,Central III,29.2505,70.4227,Non DG,Un Guarded
CI-1297,Central I,31.5687,74.2742,Non DG,Un Guarded
CII-2450,Central III,30.293,73.082,Non DG,Un Guarded
S-3876,South III,26.25285,65.82786,DG,Guarded
CII-2460,Central III,30.0094,73.2675,Non DG,Un Guarded
CII-2458,Central III,29.99604,73.24196,Non DG,Un Guarded
CII-2473,Central III,29.3819,71.7274,Non DG,Un Guarded
CII-2424,Central III,30.7127,70.6943,Non DG,Un Guarded
4085,Central II,31.56671,73.33917,DG,Guarded
4278,Central III,30.81101,70.51008,DG,Guarded
CII-2355,Central II,32.949911,71.561036,Non DG,Un Guarded
CII-2344,Central II,30.829643,72.071513,Non DG,Un Guarded
CII-2487,Central III,30.1225,72.7537,Non DG,Un Guarded
CI-1619,Central I,31.47603,74.35894,Non DG,Un Guarded
CI-1308,Central I,32.39263,74.92015,DG,Guarded
CII-2441,Central III,29.80608,72.85438,Non DG,Un Guarded
S-3877,South III,26.28487,65.7388,DG,Guarded
CII-2483,Central III,28.645583,70.671297,Non DG,Un Guarded
CII-2480,Central III,29.51273,71.50758,Non DG,Un Guarded
9803,South II,25.38237,68.37439,Non DG,Guarded
CII-2443,Central III,29.14584,71.23875,Non DG,Un Guarded
CII-2408,Central III,30.48084,71.07535,Non DG,Un Guarded
CII-2488,Central III,30.06697,70.71859,Non DG,Un Guarded
CII-2439,Central III,30.5384,70.7038,Non DG,Un Guarded
CII-2481,Central III,28.64846,70.64153,Non DG,Un Guarded
CII-2451,Central III,29.79605,72.87038,Non DG,Un Guarded
CII-2478,Central III,30.224223,71.554452,Non DG,Un Guarded
CII-2425,Central III,30.8669,70.586,Non DG,Un Guarded
6903,Central II,32.5208,72.53501,DG,Guarded
CII-2381,Central III,30.24711,71.48605,Non DG,Un Guarded
CII-2214,Central III,29.24828,70.31499,DG,Un Guarded
CII-2485,Central III,28.3996,70.3244,Non DG,Un Guarded
CII-2472,Central III,29.4072,71.7174,Non DG,Un Guarded
CII-2389,Central III,29.637,71.904,Non DG,Un Guarded
9819,South II,25.35678,68.38775,Non DG,Guarded
N-3794,North I,33.58365,73.15117,Non DG,Un Guarded
N-3067,North I,34.19716,73.25679,Non DG,Un Guarded
N-3777,North I,33.56578,73.15617,Non DG,Un Guarded
N-3796,North I,33.6419,73.1213,Non DG,Un Guarded
N-3262,North I,33.7413,73.0904,Non DG,Un Guarded
N-3798,North I,33.5251,73.1285,Non DG,Un Guarded
N-3276,North I,33.77172,72.33797,Non DG,Un Guarded
N-5300,North I,33.66193,73.07319,Non DG,Un Guarded
N-3271,North I,33.738013,73.190976,Non DG,Un Guarded
N-3623,North I,33.62199,72.94286,Non DG,Un Guarded
N-3163,North I,33.65354,72.95872,Non DG,Un Guarded
N-3274,North I,33.74573,73.19159,Non DG,Un Guarded
N-3018,North I,33.63359,72.94691,Non DG,Un Guarded
N-3804,North I,33.66515,73.00739,Non DG,Un Guarded
S-3861,South III,26.21085,66.02898,DG,Guarded
N-3136,North I,33.73859,73.17829,Non DG,Un Guarded
9842,South I,25.00154,67.0518,Non DG,Un Guarded
N-3575,North I,33.82154,73.53419,Non DG,Un Guarded
CII-2484,Central III,28.3766,70.3686,Non DG,Un Guarded
N-3764,North I,32.91884,72.4194,Non DG,Un Guarded
N-3793,North I,33.55437,73.15736,Non DG,Un Guarded
N-3524,North I,33.01712,73.63334,Non DG,Un Guarded
N-3594,North I,34.32148,73.17137,Non DG,Un Guarded
N-3660,North I,33.84378,73.74186,Non DG,Un Guarded
N-3797,North I,33.0366,73.8208,Non DG,Un Guarded
N-3213,North I,33.620161,73.10847,Non DG,Un Guarded
N-3800,North II,32.82718,70.8022,Non DG,Un Guarded
N-3607,North I,33.61889,73.02971,Non DG,Un Guarded
N-3787,North I,33.5503,73.1149,Non DG,Un Guarded
N-5438,North I,33.6065,73.0165,Non DG,Un Guarded
N-3656,North I,33.85986,73.74813,Non DG,Un Guarded
N-3608,North I,33.6088,73.0809,Non DG,Un Guarded
